  image_id,x_1,y_1,width,height,category,split
001560.jpg,529,189,354,490,0,train
001561.jpg,48,85,101,140,0,train
001562.jpg,54,48,112,155,0,train
001563.jpg,80,88,211,292,0,train
001564.jpg,177,34,99,137,0,train
001565.jpg,141,55,107,148,0,train
001566.jpg,40,81,57,79,0,train
001567.jpg,112,19,143,198,0,train
001568.jpg,417,430,783,1084,0,train
001569.jpg,243,53,224,310,0,train
001570.jpg,141,83,159,220,0,train
001571.jpg,85,43,91,126,0,train
001572.jpg,114,52,156,216,0,train
001573.jpg,25,28,62,86,0,train
001574.jpg,191,135,341,472,0,train
001575.jpg,110,47,138,191,0,train
001576.jpg,210,94,156,216,0,train
001577.jpg,48,62,229,317,0,train
001578.jpg,128,89,112,155,0,train
001579.jpg,123,62,198,274,0,train
001580.jpg,136,76,161,223,0,train
001581.jpg,33,77,190,263,0,train
001582.jpg,47,67,273,378,0,train
001583.jpg,87,49,91,126,0,train
001584.jpg,267,58,333,461,0,train
001585.jpg,120,40,283,392,0,train
001586.jpg,11,21,109,151,0,train
001587.jpg,75,57,229,317,0,train
001588.jpg,33,120,177,245,0,train
001589.jpg,80,60,125,173,0,train
001590.jpg,292,1,666,922,0,train
001591.jpg,1,59,172,238,0,train
001592.jpg,205,67,234,324,0,train
001593.jpg,381,359,413,572,0,train
001594.jpg,230,71,164,227,0,train
001595.jpg,483,131,146,202,0,train
001596.jpg,11,39,192,266,0,train
001597.jpg,157,77,291,403,0,train
001598.jpg,141,73,182,252,0,train
001599.jpg,74,47,172,238,0,train
001600.jpg,193,119,218,302,0,train
001601.jpg,51,38,107,148,0,train
001602.jpg,175,99,265,367,0,train
001603.jpg,173,52,117,162,0,train
001604.jpg,147,140,330,457,0,train
001605.jpg,59,59,250,346,0,train
001606.jpg,125,36,107,148,0,train
001607.jpg,67,85,140,194,0,train
001608.jpg,62,58,317,439,0,train
001609.jpg,609,156,263,364,0,train
001610.jpg,113,80,255,353,0,train
001611.jpg,290,52,205,284,0,train
001612.jpg,165,69,231,320,0,train
001613.jpg,211,55,127,176,0,train
001614.jpg,96,32,104,144,0,train
001615.jpg,59,41,127,176,0,train
001616.jpg,65,59,205,284,0,train
001617.jpg,68,94,153,212,0,train
001618.jpg,119,5,226,253,0,train
001619.jpg,115,79,205,284,0,train
001620.jpg,131,59,266,392,0,train
001621.jpg,105,90,140,194,0,train
001622.jpg,194,21,91,126,0,train
001623.jpg,116,77,322,446,0,train
001624.jpg,157,169,166,230,0,train
001625.jpg,108,85,125,173,0,train
001626.jpg,76,96,109,151,0,train
001627.jpg,47,91,185,256,0,train
001628.jpg,114,48,94,130,0,train
001629.jpg,74,42,151,209,0,train
001630.jpg,137,25,229,314,0,train
001631.jpg,455,238,445,616,0,train
001632.jpg,246,41,101,140,0,train
001633.jpg,59,26,62,86,0,train
001634.jpg,77,100,179,248,0,train
001635.jpg,68,63,151,209,0,train
001636.jpg,103,93,138,191,0,train
001637.jpg,494,95,380,526,0,train
001638.jpg,128,33,99,137,0,train
001639.jpg,65,87,127,176,0,train
001640.jpg,114,95,226,313,0,train
001641.jpg,262,93,117,162,0,train
001642.jpg,303,189,122,169,0,train
001643.jpg,353,725,21,29,0,train
001644.jpg,153,262,250,346,0,train
001645.jpg,82,112,239,331,0,train
001646.jpg,110,52,120,166,0,train
001647.jpg,49,68,185,256,0,train
001648.jpg,74,63,169,234,0,train
001649.jpg,93,59,81,112,0,train
001650.jpg,230,200,198,274,0,train
001651.jpg,55,33,122,169,0,train
001652.jpg,184,40,130,180,0,train
001653.jpg,65,103,133,184,0,train
001654.jpg,123,46,88,122,0,train
001655.jpg,63,63,192,266,0,train
001656.jpg,23,21,75,104,0,train
001657.jpg,4,30,427,571,0,train
001658.jpg,371,633,1030,1426,0,train
001659.jpg,70,110,211,276,0,train
001660.jpg,64,103,205,284,0,train
001661.jpg,245,7,140,194,0,train
001662.jpg,104,38,91,126,0,train
001663.jpg,211,315,627,868,0,train
001664.jpg,676,228,567,785,0,train
001665.jpg,165,59,138,191,0,train
001666.jpg,93,98,161,223,0,train
001667.jpg,163,53,151,209,0,train
001668.jpg,374,291,512,709,0,train
001669.jpg,209,53,107,148,0,train
001670.jpg,274,19,96,133,0,train
001671.jpg,112,47,224,310,0,train
001672.jpg,140,89,140,194,0,train
001673.jpg,355,206,569,788,0,train
001674.jpg,94,101,140,194,0,train
001675.jpg,109,83,143,198,0,train
001676.jpg,131,34,148,205,0,train
001677.jpg,70,40,320,443,0,train
001678.jpg,3,21,120,166,0,train
001679.jpg,139,39,130,180,0,train
001680.jpg,119,120,192,266,0,train
001681.jpg,202,196,351,486,0,train
001682.jpg,246,44,143,198,0,train
001683.jpg,73,105,164,227,0,train
001684.jpg,94,74,177,245,0,train
001685.jpg,286,24,187,259,0,train
001686.jpg,38,36,99,137,0,train
001687.jpg,111,100,211,274,0,train
001688.jpg,111,24,206,328,0,train
001689.jpg,119,33,117,169,0,train
001690.jpg,6,33,143,198,0,train
001691.jpg,177,43,99,137,0,train
001692.jpg,126,10,104,144,0,train
001693.jpg,106,104,296,410,0,train
001694.jpg,48,74,159,220,0,train
001695.jpg,88,105,159,220,0,train
001696.jpg,196,60,161,223,0,train
001697.jpg,117,106,195,270,0,train
001698.jpg,24,92,229,317,0,train
001699.jpg,211,109,146,202,0,train
001700.jpg,42,53,55,76,0,train
001701.jpg,71,90,203,281,0,train
001702.jpg,152,47,91,126,0,train
001703.jpg,48,22,304,377,0,train
001704.jpg,220,38,127,176,0,train
001705.jpg,317,54,169,234,0,train
001706.jpg,206,45,122,169,0,train
001707.jpg,241,138,192,266,0,train
001708.jpg,101,68,107,148,0,train
001709.jpg,154,97,177,245,0,train
001710.jpg,34,65,229,317,0,train
001711.jpg,91,67,133,194,0,train
001712.jpg,620,100,325,450,0,train
001713.jpg,80,21,86,119,0,train
001714.jpg,880,234,489,677,0,train
001715.jpg,50,95,177,245,0,train
001716.jpg,53,44,255,353,0,train
001717.jpg,77,48,135,187,0,train
001718.jpg,140,48,179,248,0,train
001719.jpg,136,38,114,158,0,train
001720.jpg,148,49,278,368,0,train
001721.jpg,48,49,213,280,0,train
001722.jpg,95,78,182,252,0,train
001723.jpg,193,79,133,184,0,train
001724.jpg,66,124,187,259,0,train
001725.jpg,337,160,159,220,0,train
001726.jpg,30,76,190,263,0,train
001727.jpg,43,57,86,119,0,train
001728.jpg,141,7,166,230,0,train
001729.jpg,49,39,101,140,0,train
001730.jpg,111,148,185,256,0,train
001731.jpg,160,22,70,97,0,train
001732.jpg,61,69,213,295,0,train
001733.jpg,125,85,127,176,0,train
001734.jpg,680,490,240,260,0,train
001735.jpg,163,65,185,256,0,train
001736.jpg,234,76,169,234,0,train
001737.jpg,276,48,109,151,0,train
001738.jpg,185,171,335,464,0,train
001739.jpg,167,69,117,162,0,train
001740.jpg,261,25,187,259,0,train
001741.jpg,74,2,205,284,0,train
001742.jpg,78,75,169,234,0,train
001743.jpg,895,685,728,1008,0,train
001744.jpg,446,37,291,403,0,train
001745.jpg,55,17,47,65,0,train
001746.jpg,195,51,179,248,0,train
001747.jpg,146,46,125,173,0,train
001748.jpg,399,370,468,648,0,train
001749.jpg,146,65,88,122,0,train
001750.jpg,106,118,213,295,0,train
001751.jpg,75,28,49,68,0,train
001752.jpg,663,107,351,486,0,train
001753.jpg,67,25,109,151,0,train
001754.jpg,112,53,224,310,0,train
001755.jpg,179,29,211,292,0,train
001756.jpg,54,39,234,309,0,train
001757.jpg,146,66,153,207,0,train
001758.jpg,53,81,229,317,0,train
001759.jpg,91,42,86,119,0,train
001760.jpg,169,151,234,324,0,train
001761.jpg,28,88,143,198,0,train
001762.jpg,172,55,143,198,0,train
001763.jpg,378,57,164,227,0,train
001764.jpg,225,51,94,130,0,train
001765.jpg,258,38,62,86,0,train
001766.jpg,124,27,91,126,0,train
001767.jpg,714,738,603,835,0,train
001768.jpg,118,83,190,263,0,train
001769.jpg,114,55,151,209,0,train
001770.jpg,8,110,312,432,0,train
001771.jpg,106,64,125,173,0,train
001772.jpg,136,65,148,205,0,train
001773.jpg,21,52,112,155,0,train
001774.jpg,168,22,120,166,0,train
001775.jpg,70,51,208,288,0,train
001776.jpg,54,64,177,245,0,train
001777.jpg,222,150,187,259,0,train
001778.jpg,470,165,302,418,0,train
001779.jpg,702,262,252,349,0,train
001780.jpg,114,127,198,274,0,train
001781.jpg,85,114,177,245,0,train
001782.jpg,126,90,156,207,0,train
001783.jpg,73,110,195,270,0,train
001784.jpg,87,151,143,198,0,train
001785.jpg,192,70,242,335,0,train
001786.jpg,29,69,112,155,0,train
001787.jpg,75,29,112,155,0,train
001788.jpg,60,13,274,414,0,train
001789.jpg,113,86,88,122,0,train
001790.jpg,98,113,198,274,0,train
001791.jpg,81,35,86,119,0,train
001792.jpg,17,56,416,576,0,train
001793.jpg,245,72,101,140,0,train
001794.jpg,224,51,96,133,0,train
001795.jpg,100,72,192,266,0,train
001796.jpg,204,101,107,148,0,train
001797.jpg,72,57,195,270,0,train
001798.jpg,261,41,166,230,0,train
001799.jpg,56,32,55,76,0,train
001800.jpg,73,71,153,212,0,train
001801.jpg,46,40,133,184,0,train
001802.jpg,6,110,231,320,0,train
001803.jpg,140,45,117,162,0,train
001804.jpg,168,158,315,436,0,train
001805.jpg,33,1,60,83,0,train
001806.jpg,186,41,101,140,0,train
001807.jpg,86,37,73,101,0,train
001808.jpg,197,95,117,162,0,train
001809.jpg,58,47,70,97,0,train
001810.jpg,97,67,229,317,0,train
001811.jpg,339,111,356,493,0,train
001812.jpg,178,73,171,259,0,train
001813.jpg,31,51,216,299,0,train
001814.jpg,68,24,72,104,0,train
001815.jpg,119,61,99,137,0,train
001816.jpg,191,25,86,119,0,train
001817.jpg,157,89,122,169,0,train
001818.jpg,184,313,452,626,0,train
001819.jpg,86,72,151,209,0,train
001820.jpg,90,70,107,148,0,train
001821.jpg,192,15,268,371,0,train
001822.jpg,166,81,224,310,0,train
001823.jpg,1,33,179,248,0,train
001824.jpg,28,41,73,101,0,train
001825.jpg,61,84,143,198,0,train
001826.jpg,80,72,159,220,0,train
001827.jpg,134,90,94,130,0,train
001828.jpg,137,80,146,202,0,train
001829.jpg,180,57,224,310,0,train
001830.jpg,116,144,299,414,0,train
001831.jpg,39,54,242,335,0,train
001832.jpg,304,33,268,371,0,train
001833.jpg,46,38,153,212,0,train
001834.jpg,165,188,255,353,0,train
001835.jpg,31,49,273,329,0,train
001836.jpg,96,82,117,162,0,train
001837.jpg,62,14,159,220,0,train
001838.jpg,73,57,169,234,0,train
001839.jpg,227,550,967,1339,0,train
001840.jpg,64,107,88,122,0,train
001841.jpg,138,32,81,112,0,train
001842.jpg,209,96,177,245,0,train
001843.jpg,99,60,218,302,0,train
001844.jpg,113,247,640,886,0,train
001845.jpg,201,49,86,119,0,train
001846.jpg,148,62,117,162,0,train
001847.jpg,73,88,208,288,0,train
001848.jpg,56,208,367,508,0,train
001849.jpg,1118,85,346,479,0,train
001850.jpg,163,127,252,349,0,train
001851.jpg,510,113,156,216,0,train
001852.jpg,14,39,122,158,0,train
001853.jpg,124,96,200,277,0,train
001854.jpg,37,109,195,270,0,train
001855.jpg,182,44,94,130,0,train
001856.jpg,257,204,372,515,0,train
001857.jpg,36,39,101,140,0,train
001858.jpg,37,61,177,245,0,train
001859.jpg,158,121,140,194,0,train
001860.jpg,113,80,148,205,0,train
001861.jpg,153,61,96,133,0,train
001862.jpg,140,22,94,130,0,train
001863.jpg,177,39,120,166,0,train
001864.jpg,121,42,179,248,0,train
001865.jpg,405,162,510,706,0,train
001866.jpg,294,144,185,256,0,train
001867.jpg,71,99,187,259,0,train
001868.jpg,47,9,151,209,0,train
001869.jpg,81,122,143,198,0,train
001870.jpg,146,59,120,166,0,train
001871.jpg,238,83,138,191,0,train
001872.jpg,95,82,125,173,0,train
001873.jpg,6,26,164,227,0,train
001874.jpg,103,98,151,209,0,train
001875.jpg,340,76,130,180,0,train
001876.jpg,110,34,112,155,0,train
001877.jpg,119,41,143,198,0,train
001878.jpg,63,26,76,126,0,train
001879.jpg,18,21,44,61,0,train
001880.jpg,87,137,99,137,0,train
001881.jpg,303,232,429,594,0,train
001882.jpg,38,32,88,122,0,train
001883.jpg,76,78,224,310,0,train
001884.jpg,84,15,73,101,0,train
001885.jpg,71,72,120,166,0,train
001886.jpg,78,68,140,194,0,train
001887.jpg,124,74,200,277,0,train
001888.jpg,98,37,200,277,0,train
001889.jpg,17,38,75,104,0,train
001890.jpg,427,39,68,94,0,train
001891.jpg,216,1,889,1231,0,train
001892.jpg,207,75,60,83,0,train
001893.jpg,71,57,96,133,0,train
001894.jpg,184,106,120,166,0,train
001895.jpg,155,125,99,137,0,train
001896.jpg,61,70,99,137,0,train
001897.jpg,75,97,185,256,0,train
001898.jpg,49,64,122,169,0,train
001899.jpg,220,66,143,198,0,train
001900.jpg,269,52,224,310,0,train
001901.jpg,144,66,81,112,0,train
001902.jpg,63,62,187,259,0,train
001903.jpg,114,68,177,245,0,train
001904.jpg,132,105,164,227,0,train
001905.jpg,1,108,455,603,0,train
001906.jpg,244,181,385,533,0,train
001907.jpg,47,101,190,263,0,train
001908.jpg,152,100,117,162,0,train
001909.jpg,139,85,153,212,0,train
001910.jpg,137,63,107,148,0,train
001911.jpg,103,34,205,284,0,train
001912.jpg,26,18,60,83,0,train
001913.jpg,93,58,169,230,0,train
001914.jpg,73,78,146,202,0,train
001915.jpg,348,331,551,763,0,train
001916.jpg,202,18,133,184,0,train
001917.jpg,190,14,133,184,0,train
001918.jpg,78,35,96,133,0,train
001919.jpg,53,49,126,187,0,train
001920.jpg,168,52,125,173,0,train
001921.jpg,24,45,73,101,0,train
001922.jpg,156,14,127,176,0,train
001923.jpg,462,51,151,209,0,train
001924.jpg,223,35,182,252,0,train
001925.jpg,53,48,166,223,0,train
001926.jpg,40,42,109,151,0,train
001927.jpg,848,542,530,734,0,train
001928.jpg,167,46,120,166,0,train
001929.jpg,118,61,172,238,0,train
001930.jpg,32,31,62,86,0,train
001931.jpg,306,161,247,342,0,train
001932.jpg,1,71,112,155,0,train
001933.jpg,131,69,148,205,0,train
001934.jpg,100,42,104,144,0,train
001935.jpg,26,42,127,176,0,train
001936.jpg,57,18,65,90,0,train
001937.jpg,358,162,203,281,0,train
001938.jpg,207,31,81,112,0,train
001939.jpg,75,98,177,245,0,train
001940.jpg,141,29,107,148,0,train
001941.jpg,401,110,182,252,0,train
001942.jpg,91,75,143,198,0,train
001943.jpg,164,13,101,140,0,train
001944.jpg,205,153,187,259,0,train
001945.jpg,412,369,572,792,0,train
001946.jpg,176,39,42,58,0,train
001947.jpg,108,50,117,162,0,train
001948.jpg,61,78,234,324,0,train
001949.jpg,44,47,159,215,0,train
001950.jpg,119,124,172,238,0,train
001951.jpg,154,83,104,144,0,train
001952.jpg,114,110,91,126,0,train
001953.jpg,45,67,127,176,0,train
001954.jpg,212,97,200,277,0,train
001955.jpg,143,17,91,126,0,train
001956.jpg,136,29,88,122,0,train
001957.jpg,1327,1264,965,1336,0,train
001958.jpg,353,173,338,468,0,train
001959.jpg,143,51,112,155,0,train
001960.jpg,372,92,211,292,0,train
001961.jpg,89,116,153,212,0,train
001962.jpg,45,43,73,101,0,train
001963.jpg,99,63,143,198,0,train
001964.jpg,81,53,114,158,0,train
001965.jpg,33,83,96,133,0,train
001966.jpg,339,48,153,212,0,train
001967.jpg,137,43,117,162,0,train
001968.jpg,33,84,252,349,0,train
001969.jpg,416,93,242,335,0,train
001970.jpg,127,34,112,155,0,train
001971.jpg,153,48,172,238,0,train
001972.jpg,150,116,255,353,0,train
001973.jpg,28,80,296,410,0,train
001974.jpg,208,185,133,184,0,train
001975.jpg,69,45,135,187,0,train
001976.jpg,139,92,138,191,0,train
001977.jpg,155,57,101,140,0,train
001978.jpg,134,20,101,140,0,train
001979.jpg,95,59,198,274,0,train
001980.jpg,226,100,166,230,0,train
001981.jpg,175,66,133,184,0,train
001982.jpg,37,25,109,143,0,train
001983.jpg,101,69,192,266,0,train
001984.jpg,155,65,153,212,0,train
001985.jpg,84,83,187,259,0,train
001986.jpg,26,62,211,292,0,train
001987.jpg,106,72,177,245,0,train
001988.jpg,67,74,192,266,0,train
001989.jpg,567,396,827,1145,0,train
001990.jpg,127,60,133,184,0,train
001991.jpg,256,64,172,238,0,train
001992.jpg,248,54,211,292,0,train
001993.jpg,181,111,62,86,0,train
001994.jpg,161,83,104,144,0,train
001995.jpg,160,98,192,295,0,train
001996.jpg,71,77,205,284,0,train
001997.jpg,93,67,179,248,0,train
001998.jpg,193,62,138,191,0,train
001999.jpg,122,46,135,187,0,train
002000.jpg,82,44,107,148,0,train
002001.jpg,271,86,114,158,0,train
002002.jpg,223,518,679,940,0,train
002003.jpg,115,53,221,306,0,train
002004.jpg,401,73,117,162,0,train
002005.jpg,122,90,138,191,0,train
002006.jpg,182,233,380,526,0,train
002007.jpg,408,188,424,587,0,train
002008.jpg,128,95,120,166,0,train
002009.jpg,175,141,91,126,0,train
002010.jpg,73,49,218,302,0,train
002011.jpg,494,301,328,454,0,train
002012.jpg,112,38,179,248,0,train
002013.jpg,147,85,374,518,0,train
002014.jpg,81,46,170,259,0,train
002015.jpg,99,88,187,259,0,train
002016.jpg,66,160,281,389,0,train
002017.jpg,324,15,94,130,0,train
002018.jpg,150,163,361,500,0,train
002019.jpg,271,160,530,734,0,train
002020.jpg,150,92,239,331,0,train
002021.jpg,337,217,239,331,0,train
002022.jpg,107,122,234,324,0,train
002023.jpg,39,21,57,79,0,train
002024.jpg,306,202,273,378,0,train
002025.jpg,228,34,133,184,0,train
002026.jpg,103,63,143,198,0,train
002027.jpg,174,108,151,209,0,train
002028.jpg,159,65,205,284,0,train
002029.jpg,101,88,169,234,0,train
002030.jpg,37,42,179,248,0,train
002031.jpg,41,102,94,130,0,train
002032.jpg,86,23,177,245,0,train
002033.jpg,95,84,161,223,0,train
002034.jpg,244,45,73,101,0,train
002035.jpg,56,72,166,230,0,train
002036.jpg,109,43,55,76,0,train
002037.jpg,275,40,133,184,0,train
002038.jpg,94,95,117,162,0,train
002039.jpg,92,114,330,383,0,train
002040.jpg,83,93,122,169,0,train
002041.jpg,153,84,213,273,0,train
002042.jpg,90,59,143,198,0,train
002043.jpg,314,76,281,389,0,train
002044.jpg,46,24,75,104,0,train
002045.jpg,131,46,117,162,0,train
002046.jpg,619,90,328,454,0,train
002047.jpg,574,84,250,346,0,train
002048.jpg,97,80,393,544,0,train
002049.jpg,31,81,146,202,0,train
002050.jpg,37,44,135,187,0,train
002051.jpg,127,116,153,212,0,train
002052.jpg,82,82,159,220,0,train
002053.jpg,136,9,286,396,0,train
002054.jpg,18,49,107,148,0,train
002055.jpg,150,10,333,461,0,train
002056.jpg,253,21,364,504,0,train
002057.jpg,176,95,166,230,0,train
002058.jpg,266,110,151,209,0,train
002059.jpg,126,64,387,536,0,train
002060.jpg,204,38,83,115,0,train
002061.jpg,64,177,265,367,0,train
002062.jpg,93,60,159,220,0,train
002063.jpg,125,17,203,281,0,train
002064.jpg,232,153,307,425,0,train
002065.jpg,87,68,138,191,0,train
002066.jpg,253,142,294,407,0,train
002067.jpg,130,100,231,320,0,train
002068.jpg,28,66,62,86,0,train
002069.jpg,142,130,112,155,0,train
002070.jpg,140,44,174,241,0,train
002071.jpg,489,261,354,490,0,train
002072.jpg,21,108,208,282,0,train
002073.jpg,49,77,187,259,0,train
002074.jpg,154,63,276,382,0,train
002075.jpg,82,96,205,284,0,train
002076.jpg,73,84,195,270,0,train
002077.jpg,143,53,91,126,0,train
002078.jpg,16,36,140,194,0,train
002079.jpg,154,54,117,162,0,train
002080.jpg,367,231,421,583,0,train
002081.jpg,1056,163,657,914,0,train
002082.jpg,45,71,221,306,0,train
002083.jpg,97,213,335,464,0,train
002084.jpg,218,80,195,270,0,train
002085.jpg,114,174,203,281,0,train
002086.jpg,123,132,322,446,0,train
002087.jpg,89,26,75,104,0,train
002088.jpg,138,90,255,353,0,train
002089.jpg,169,39,164,227,0,train
002090.jpg,66,69,151,209,0,train
002091.jpg,28,82,187,259,0,train
002092.jpg,80,56,109,151,0,train
002093.jpg,234,108,330,457,0,train
002094.jpg,88,62,156,216,0,train
002095.jpg,12,41,138,185,0,train
002096.jpg,167,212,364,504,0,train
002097.jpg,69,54,101,140,0,train
002098.jpg,257,86,104,144,0,train
002099.jpg,37,59,78,108,0,train
002100.jpg,42,47,133,184,0,train
002101.jpg,107,75,304,421,0,train
002102.jpg,75,110,242,335,0,train
002103.jpg,98,44,135,187,0,train
002104.jpg,124,106,75,104,0,train
002105.jpg,61,49,112,148,0,train
002106.jpg,171,61,161,223,0,train
002107.jpg,33,75,290,410,0,train
002108.jpg,186,184,395,547,0,train
002109.jpg,65,88,192,266,0,train
002110.jpg,526,35,458,634,0,train
002111.jpg,11,49,192,252,0,train
002112.jpg,143,1,159,220,0,train
002113.jpg,63,13,153,209,0,train
002114.jpg,108,78,164,227,0,train
002115.jpg,72,78,109,151,0,train
002116.jpg,104,93,164,227,0,train
002117.jpg,143,63,96,133,0,train
002118.jpg,72,17,83,115,0,train
002119.jpg,78,66,177,245,0,train
002120.jpg,85,77,161,223,0,train
002121.jpg,90,54,169,212,0,train
002122.jpg,1,46,130,180,0,train
002123.jpg,99,132,257,356,0,train
002124.jpg,130,50,109,151,0,train
002125.jpg,73,47,179,248,0,train
002126.jpg,94,36,133,184,0,train
002127.jpg,65,101,192,266,0,train
002128.jpg,81,114,273,378,0,train
002129.jpg,169,54,94,130,0,train
002130.jpg,70,95,172,238,0,train
002131.jpg,74,25,208,282,0,train
002132.jpg,67,23,133,184,0,train
002133.jpg,247,73,135,187,0,train
002134.jpg,203,32,159,220,0,train
002135.jpg,1894,304,549,760,0,train
002136.jpg,54,71,221,306,0,train
002137.jpg,186,70,161,223,0,train
002138.jpg,111,84,125,173,0,train
002139.jpg,162,67,203,281,0,train
002140.jpg,125,110,213,295,0,train
002141.jpg,1,90,234,287,0,train
002142.jpg,30,120,281,389,0,train
002143.jpg,63,92,205,284,0,train
002144.jpg,431,9,299,414,0,train
002145.jpg,239,10,143,198,0,train
002146.jpg,145,89,117,162,0,train
002147.jpg,315,58,135,187,0,train
002148.jpg,233,25,107,148,0,train
002149.jpg,216,59,70,97,0,train
002150.jpg,244,91,239,331,0,train
002151.jpg,178,194,96,133,0,train
002152.jpg,98,61,114,158,0,train
002153.jpg,87,54,96,133,0,train
002154.jpg,84,100,286,396,0,train
002155.jpg,3,43,151,195,0,train
002156.jpg,154,65,159,220,0,train
002157.jpg,219,91,189,266,0,train
002158.jpg,52,40,172,238,0,train
002159.jpg,117,71,177,245,0,train
002160.jpg,41,88,237,328,0,train
002161.jpg,161,60,135,187,0,train
002162.jpg,353,180,281,389,0,train
002163.jpg,148,100,133,184,0,train
002164.jpg,86,42,94,130,0,train
002165.jpg,39,96,291,402,0,train
002166.jpg,34,49,153,212,0,train
002167.jpg,65,158,177,245,0,train
002168.jpg,37,110,226,313,0,train
002169.jpg,204,64,221,306,0,train
002170.jpg,104,120,229,317,0,train
002171.jpg,177,56,120,166,0,train
002172.jpg,46,71,130,180,0,train
002173.jpg,48,110,153,212,0,train
002174.jpg,233,100,203,281,0,train
002175.jpg,371,50,101,140,0,train
002176.jpg,55,40,94,130,0,train
002177.jpg,77,109,164,227,0,train
002178.jpg,80,66,182,252,0,train
002179.jpg,129,55,94,130,0,train
002180.jpg,89,110,151,209,0,train
002181.jpg,74,62,190,263,0,train
002182.jpg,104,51,127,176,0,train
002183.jpg,227,125,179,248,0,train
002184.jpg,329,72,140,194,0,train
002185.jpg,90,41,101,140,0,train
002186.jpg,488,123,133,184,0,train
002187.jpg,54,36,96,133,0,train
002188.jpg,40,44,153,212,0,train
002189.jpg,40,15,49,68,0,train
002190.jpg,106,81,143,198,0,train
002191.jpg,23,68,112,155,0,train
002192.jpg,90,65,107,148,0,train
002193.jpg,771,56,268,371,0,train
002194.jpg,166,106,146,202,0,train
002195.jpg,274,41,86,119,0,train
002196.jpg,127,36,153,212,0,train
002197.jpg,261,101,224,310,0,train
002198.jpg,85,82,169,234,0,train
002199.jpg,225,90,114,158,0,train
002200.jpg,79,92,192,266,0,train
002201.jpg,192,60,161,223,0,train
002202.jpg,49,35,140,194,0,train
002203.jpg,133,155,237,328,0,train
002204.jpg,77,43,73,101,0,train
002205.jpg,26,36,133,184,0,train
002206.jpg,275,40,104,144,0,train
002207.jpg,429,86,270,374,0,train
002208.jpg,202,68,166,230,0,train
002209.jpg,46,89,244,338,0,train
002210.jpg,21,19,140,198,0,train
002211.jpg,168,65,86,119,0,train
002212.jpg,287,94,286,396,0,train
002213.jpg,86,57,177,245,0,train
002214.jpg,77,36,122,169,0,train
002215.jpg,82,63,234,324,0,train
002216.jpg,111,49,75,104,0,train
002217.jpg,76,29,47,65,0,train
002218.jpg,159,56,138,191,0,train
002219.jpg,126,82,325,450,0,train
002220.jpg,1,25,117,162,0,train
002221.jpg,128,28,57,79,0,train
002222.jpg,55,62,86,119,0,train
002223.jpg,99,103,315,436,0,train
002224.jpg,22,31,88,122,0,train
002225.jpg,150,28,201,317,0,train
002226.jpg,146,71,138,191,0,train
002227.jpg,46,44,94,130,0,train
002228.jpg,153,61,164,259,0,train
002229.jpg,245,105,302,418,0,train
002230.jpg,367,10,151,209,0,train
002231.jpg,78,79,114,158,0,train
002232.jpg,34,59,127,176,0,train
002233.jpg,103,47,86,119,0,train
002234.jpg,349,220,252,349,0,train
002235.jpg,157,50,62,86,0,train
002236.jpg,245,171,460,637,0,train
002237.jpg,38,72,242,335,0,train
002238.jpg,80,138,208,288,0,train
002239.jpg,9,28,70,97,0,train
002240.jpg,169,127,190,263,0,train
002241.jpg,273,67,231,320,0,train
002242.jpg,72,54,133,184,0,train
002243.jpg,244,74,182,252,0,train
002244.jpg,124,100,114,158,0,train
002245.jpg,129,16,146,202,0,train
002246.jpg,9,35,200,230,0,train
002247.jpg,33,97,234,308,0,train
002248.jpg,18,28,120,166,0,train
002249.jpg,195,103,88,122,0,train
002250.jpg,86,77,138,191,0,train
002251.jpg,83,94,164,227,0,train
002252.jpg,79,93,250,306,0,train
002253.jpg,119,95,244,338,0,train
002254.jpg,169,143,161,223,0,train
002255.jpg,73,52,289,400,0,train
002256.jpg,108,25,120,166,0,train
002257.jpg,62,124,216,299,0,train
002258.jpg,80,49,122,169,0,train
002259.jpg,158,39,83,115,0,train
002260.jpg,72,57,190,263,0,train
002261.jpg,136,153,299,414,0,train
002262.jpg,109,106,185,256,0,train
002263.jpg,101,44,127,176,0,train
002264.jpg,1118,1213,970,1343,0,train
002265.jpg,54,37,49,68,0,train
002266.jpg,18,23,83,114,0,train
002267.jpg,166,50,239,331,0,train
002268.jpg,153,112,83,115,0,train
002269.jpg,475,73,182,252,0,train
002270.jpg,4,11,86,109,0,train
002271.jpg,127,116,187,259,0,train
002272.jpg,1,49,247,310,0,train
002273.jpg,90,49,133,184,0,train
002274.jpg,120,118,166,230,0,train
002275.jpg,53,32,91,126,0,train
002276.jpg,113,14,117,162,0,train
002277.jpg,91,52,227,328,0,train
002278.jpg,174,88,567,785,0,train
002279.jpg,133,62,148,205,0,train
002280.jpg,161,38,456,641,0,train
002281.jpg,152,160,317,439,0,train
002282.jpg,105,77,151,209,0,train
002283.jpg,43,23,265,367,0,train
002284.jpg,111,59,211,292,0,train
002285.jpg,295,89,138,191,0,train
002286.jpg,232,63,104,144,0,train
002287.jpg,117,84,153,212,0,train
002288.jpg,56,19,122,169,0,train
002289.jpg,26,44,135,141,0,train
002290.jpg,133,129,257,356,0,train
002291.jpg,15,47,70,97,0,train
002292.jpg,859,215,608,842,0,train
002293.jpg,57,54,257,309,0,train
